/home/david/anaconda3/lib/python3.11/site-packages/torchvision/models/_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
Epoch 1/6, loss: 0.0290
Epoch 1/6, loss: 0.0270
Epoch 1/6, loss: 0.0271
Epoch 1/6, loss: 0.0254
Epoch 1/6, loss: 0.0305
Epoch 1/6, loss: 0.0267
Epoch 1/6, loss: 0.0289
Epoch 1/6, loss: 0.0281
Epoch 1/6, loss: 0.0381
Epoch 1/6, loss: 0.0274
Epoch 1/6, loss: 0.0356
Epoch 1/6, loss: 0.0191
Epoch 1/6, loss: 0.0243
Epoch 1/6, loss: 0.0273
Epoch 1/6, loss: 0.0335
Epoch 1/6, loss: 0.0199
Epoch 1/6, loss: 0.0254
Epoch 1/6, loss: 0.0237
Epoch 1/6, loss: 0.0239
Epoch 1/6, loss: 0.0276
Epoch 1/6, loss: 0.0266
Epoch 1/6, loss: 0.0291
Epoch 1/6, loss: 0.0362
Epoch 1/6, loss: 0.0332
Epoch 1/6, loss: 0.0231
Epoch 1/6, loss: 0.0310
Epoch 1/6, loss: 0.0329
Epoch 1/6, loss: 0.0279
Epoch 1/6, loss: 0.0212
Epoch 1/6, loss: 0.0331
Epoch 1/6, loss: 0.0281
Epoch 1/6, loss: 0.0346
Epoch 1/6, loss: 0.0285
Epoch 1/6, loss: 0.0316
Epoch 1/6, loss: 0.0311
Epoch 1/6, loss: 0.0222
Epoch 1/6, loss: 0.0215
Epoch 1/6, loss: 0.0288
Epoch 1/6, loss: 0.0233
Epoch 1/6, loss: 0.0235
Epoch 1/6, loss: 0.0289
Epoch 1/6, loss: 0.0352
Epoch 1/6, loss: 0.0275
Epoch 1/6, loss: 0.0236
Epoch 1/6, loss: 0.0165
Epoch 1/6, loss: 0.0342
Epoch 1/6, loss: 0.0228
Epoch 1/6, loss: 0.0403
Traceback (most recent call last):
  File "/home/david/projects/bone_age_cnn/train.py", line 199, in <module>
    main()
  File "/home/david/projects/bone_age_cnn/train.py", line 180, in main
    train_model(
  File "/home/david/projects/bone_age_cnn/train.py", line 112, in train_model
    val_loss = validate_model(
               ^^^^^^^^^^^^^^^
  File "/home/david/projects/bone_age_cnn/train.py", line 70, in validate_model
    labels = labels / hyperparams.labels_norm
                      ^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'DataLoader' object has no attribute 'labels_norm'
